date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:18:26	166133/166133	URF---	200	added ('OK%20(cached)')	image/jpeg		https://bytebiz.fra1.cdn.digitaloceanspaces.com/byte-qr/5454/mini-web/76991751024940192.jpeg	/home/user/websites/Dj%20sample/bytebiz.fra1.cdn.digitaloceanspaces.com/byte-qr/5454/mini-web/76991751024940192.jpg	(from https://dharmanandanjewellers.bytecard.in/)
11:18:27	166133/166133	URF---	200	added ('OK%20(cached)')	image/jpeg		https://bytebiz.fra1.cdn.digitaloceanspaces.com/byte-qr/5454/mini-web/69121751025223565.jpeg	/home/user/websites/Dj%20sample/bytebiz.fra1.cdn.digitaloceanspaces.com/byte-qr/5454/mini-web/69121751025223565.jpg	(from https://dharmanandanjewellers.bytecard.in/)
11:18:28	145046/145046	URF---	200	added ('OK%20(cached)')	image/jpeg		https://bytebiz.fra1.cdn.digitaloceanspaces.com/byte-qr/5454/mini-web/42291751024495643.jpeg	/home/user/websites/Dj%20sample/bytebiz.fra1.cdn.digitaloceanspaces.com/byte-qr/5454/mini-web/42291751024495643.jpg	(from https://dharmanandanjewellers.bytecard.in/)
11:18:29	158240/158240	---MCZ	200	added ('OK')	font/ttf	etag:W/%2226a20-197d4546692%22	https://dharmanandanjewellers.bytecard.in/_next/static/media/poppins-regular.4b4ebe20.ttf	/home/user/websites/Dj%20sample/dharmanandanjewellers.bytecard.in/_next/static/media/poppins-regular.4b4ebe20.ttf	(from https://dharmanandanjewellers.bytecard.in/_next/static/css/9eba69d77386cb6f.css)
11:18:29	161103/161103	URF---	200	added ('OK%20(cached)')	image/jpeg		https://bytebiz.fra1.cdn.digitaloceanspaces.com/byte-qr/5454/mini-web/63841751024501262.jpeg	/home/user/websites/Dj%20sample/bytebiz.fra1.cdn.digitaloceanspaces.com/byte-qr/5454/mini-web/63841751024501262.jpg	(from https://dharmanandanjewellers.bytecard.in/)
11:18:30	134752/134752	URF---	200	added ('OK%20(cached)')	image/jpeg		https://bytebiz.fra1.cdn.digitaloceanspaces.com/byte-qr/5454/mini-web/51271751024696640.jpeg	/home/user/websites/Dj%20sample/bytebiz.fra1.cdn.digitaloceanspaces.com/byte-qr/5454/mini-web/51271751024696640.jpg	(from https://dharmanandanjewellers.bytecard.in/)
11:18:31	302253/302253	URF---	200	added ('OK%20(cached)')	image/jpeg		https://bytebiz.fra1.cdn.digitaloceanspaces.com/byte-qr/5454/mini-web/66961751024716928.jpeg	/home/user/websites/Dj%20sample/bytebiz.fra1.cdn.digitaloceanspaces.com/byte-qr/5454/mini-web/66961751024716928.jpg	(from https://dharmanandanjewellers.bytecard.in/)
11:18:32	166133/166133	URF---	200	added ('OK%20(cached)')	image/jpeg		https://bytebiz.fra1.cdn.digitaloceanspaces.com/byte-qr/5454/mini-web/30151751024487339.jpeg	/home/user/websites/Dj%20sample/bytebiz.fra1.cdn.digitaloceanspaces.com/byte-qr/5454/mini-web/30151751024487339.jpg	(from https://dharmanandanjewellers.bytecard.in/)
11:19:12	272/272	URF---	200	added ('OK%20(cached)')	image/png		https://dharmanandanjewellers.bytecard.in/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fcall.6f157b7e.png&w=16&q=75	/home/user/websites/Dj%20sample/dharmanandanjewellers.bytecard.in/_next/callaa9d.png	(from https://dharmanandanjewellers.bytecard.in/)
11:19:20	1274/1274	URF---	200	added ('OK%20(cached)')	application/x-javascript		https://dharmanandanjewellers.bytecard.in/_next/static/chunks/app/(pages)/products/all/%5B...product%5D/page-ba94747b23851eab.js	/home/user/websites/Dj%20sample/dharmanandanjewellers.bytecard.in/_next/static/chunks/app/(pages)/products/all/[...product]/page-ba94747b23851eab.js	(from https://dharmanandanjewellers.bytecard.in/products/all/7105)
